feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Dietzia	Timepoint	CV1	0.843539305255165	0.719933505401102	134	31	0.243938589559998	0.497082408914712
Escherichia.Shigella	Timepoint	CV1	-1.19245514661079	0.985102573254606	134	100	0.22879739489132	0.497082408914712
Kocuria	Timepoint	Post	-0.829416505859279	0.671766393409929	134	32	0.219763603399276	0.497082408914712
Methylobacterium.Methylorubrum	Timepoint	Post	0.919142077619845	0.743109058908358	134	40	0.218953468749524	0.497082408914712
Paracoccus	Timepoint	Post	1.02779308840809	0.841735585463124	134	36	0.22486798308372	0.497082408914712
Rothia	Timepoint	Pre	0.352446499410894	0.276502295232745	134	16	0.205272689164539	0.497082408914712
Streptococcus	Timepoint	OR	1.32611707510727	1.0424202257586	134	64	0.206179855710687	0.497082408914712
Streptococcus	Timepoint	CV1	1.50123204650247	1.16110536652318	134	64	0.198811082222612	0.497082408914712
Streptomyces	Timepoint	OR	1.18547338983147	0.905246994264178	134	51	0.193262831550765	0.497082408914712
Streptomyces	Timepoint	Post	1.07026100954248	0.905246994264178	134	51	0.239817898442152	0.497082408914712
Finegoldia	Timepoint	Pre	1.01056417617598	1.06197862800867	134	39	0.343500830851077	0.650843679507303
Haemophilus	Timepoint	Post	0.358624015154753	0.372639733447368	134	15	0.3381017685904	0.650843679507303
Methylobacterium.Methylorubrum	Timepoint	OR	0.711187416015224	0.743109058908358	134	40	0.340795839937072	0.650843679507303
Paracoccus	Timepoint	OR	0.831701537760859	0.841735585463124	134	36	0.325437173724551	0.650843679507303
Cutibacterium	Timepoint	Pre	-0.765093032232145	0.817685311286275	134	115	0.351642026269728	0.654781704088458
Escherichia.Shigella	Timepoint	Pre	0.805559500382106	0.892620627441944	134	100	0.368938262964354	0.667797152016381
Staphylococcus	Timepoint	CV1	0.597838435325418	0.665367675238556	134	118	0.370998417786878	0.667797152016381
Dietzia	Timepoint	OR	0.558531283891007	0.645054552550044	134	31	0.388578714646726	0.676879051320103
uncultured	Timepoint	CV1	0.886087810703238	1.0194941482689	134	43	0.386768156202169	0.676879051320103
Brevibacterium	Timepoint	Pre	-0.50090200807085	0.595782521169218	134	15	0.402304509670568	0.688579338802387
Haemophilus	Timepoint	OR	0.305355225330038	0.372639733447368	134	15	0.41442275020514	0.688579338802387
uncultured	Timepoint	Post	0.755278263950114	0.909514110325536	134	43	0.408242740209693	0.688579338802387
Escherichia.Shigella	Timepoint	OR	0.61902583752966	0.883866626804332	134	100	0.485308106282677	0.762920565660481
Escherichia.Shigella	Timepoint	Post	0.626470403677926	0.883866626804332	134	100	0.480087459904789	0.762920565660481
Rothia	Timepoint	CV1	-0.214109372002712	0.303736574696114	134	16	0.482369774680123	0.762920565660481
Veillonella	Timepoint	Post	0.361531533384201	0.518754331034456	134	16	0.487421472505307	0.762920565660481
Micrococcus	Timepoint	Post	0.634962206286238	1.00330600215512	134	86	0.528240271610087	0.81499927619842
Streptomyces	Timepoint	CV1	0.612770909651705	1.00954985359955	134	51	0.545157907974429	0.829254282552653
Brachybacterium	Timepoint	OR	-0.345782010803928	0.624267610669114	134	22	0.580829589000424	0.871244383500636
Methylobacterium.Methylorubrum	Timepoint	Pre	0.401490252522324	0.750946399901328	134	40	0.594047047252923	0.878864124702955
Rothia	Timepoint	OR	-0.141473473712298	0.274000084992144	134	16	0.606731652185181	0.885500249135129
Peptoniphilus	Timepoint	CV1	-0.336523495619753	0.727366073856699	134	27	0.644556316056955	0.917863307137552
Veillonella	Timepoint	OR	0.239049165481805	0.518754331034456	134	16	0.645903808726425	0.917863307137552
Acinetobacter	Timepoint	CV1	-0.225162570096135	0.70968044113816	134	127	0.751668829870912	0.935410923014864
Brachybacterium	Timepoint	Pre	-0.125500277309453	0.630673939773511	134	22	0.842652113766868	0.935410923014864
Brevibacterium	Timepoint	OR	-0.180457991533569	0.590097581671003	134	15	0.760326627196529	0.935410923014864
Brevibacterium	Timepoint	CV1	-0.168243360155468	0.656485724330732	134	15	0.798199576987531	0.935410923014864
Brevundimonas	Timepoint	CV1	0.239696819962867	0.849924508044092	134	27	0.778478985718531	0.935410923014864
Corynebacterium	Timepoint	Pre	-0.192967547799312	0.970244646905077	134	108	0.842743115848837	0.935410923014864
Cutibacterium	Timepoint	CV1	-0.36957089394302	0.903775125145253	134	115	0.683429985423667	0.935410923014864
Finegoldia	Timepoint	OR	-0.212766677787048	1.05119532101842	134	39	0.839995573143714	0.935410923014864
Finegoldia	Timepoint	Post	-0.281142671766292	1.05119532101842	134	39	0.78965155060602	0.935410923014864
Finegoldia	Timepoint	CV1	0.290812622246225	1.17423009408649	134	39	0.804869161983614	0.935410923014864
Kocuria	Timepoint	Pre	-0.148075708088114	0.678855298408089	134	32	0.827761733194982	0.935410923014864
Kocuria	Timepoint	CV1	0.145417887385908	0.751819381102177	134	32	0.847001010962777	0.935410923014864
Lactococcus	Timepoint	Pre	0.0857684596493447	0.449761081341206	134	15	0.849142759612764	0.935410923014864
Lactococcus	Timepoint	OR	-0.165677937295753	0.445663495971569	134	15	0.710854763056966	0.935410923014864
Lactococcus	Timepoint	Post	-0.072348608762531	0.445663495971569	134	15	0.871363676145677	0.935410923014864
Lactococcus	Timepoint	CV1	0.0672034181167835	0.49426640103794	134	15	0.892104861764176	0.935410923014864
Lawsonella	Timepoint	Post	-0.247280318187408	0.637757188626536	134	21	0.69902050748276	0.935410923014864
Lawsonella	Timepoint	CV1	0.183777773508455	0.706897517236416	134	21	0.795377089570387	0.935410923014864
Methylobacterium.Methylorubrum	Timepoint	CV1	-0.215991615607739	0.83162803467625	134	40	0.795586052405203	0.935410923014864
Micrococcus	Timepoint	OR	0.21431799825641	1.00330600215512	134	86	0.83127782296449	0.935410923014864
Paracoccus	Timepoint	Pre	0.319632861305384	0.850164702836547	134	36	0.707713848308706	0.935410923014864
Peptoniphilus	Timepoint	Pre	-0.267661482676572	0.657566602992107	134	27	0.684814186435524	0.935410923014864
Peptoniphilus	Timepoint	OR	-0.218002577517035	0.650855822571377	134	27	0.738346780824301	0.935410923014864
Peptoniphilus	Timepoint	Post	0.105141813342292	0.650855822571377	134	27	0.871981915724035	0.935410923014864
Rothia	Timepoint	Post	-0.0393438819912338	0.274000084992144	134	16	0.886103789889979	0.935410923014864
uncultured	Timepoint	OR	0.132314276317469	0.909514110325536	134	43	0.884620835368655	0.935410923014864
Veillonella	Timepoint	CV1	-0.0931256036522027	0.574341710962696	134	16	0.871493958589876	0.935410923014864
Brachybacterium	Timepoint	Post	0.0577241108800602	0.624267610669114	134	22	0.926503976625419	0.952975518814716
Brevibacterium	Timepoint	Post	-0.0564864073388339	0.590097581671003	134	15	0.923913968719187	0.952975518814716
Brachybacterium	Timepoint	CV1	0.0466867123964604	0.697348862648443	134	22	0.946746565421295	0.95559466416355
Haemophilus	Timepoint	CV1	-0.0283969749110308	0.414817478351561	134	15	0.945549233984239	0.95559466416355
Lawsonella	Timepoint	OR	0.012110276105264	0.637757188626536	134	21	0.984887088431185	0.984887088431185
