feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Afipia	Timepoint	CV1	-0.759816674084955	0.417932983545642	43	14	0.0790424463470462	0.370595580004128
Dietzia	Timepoint	CV1	0.968820136150568	0.542705774551005	43	12	0.083967733979725	0.370595580004128
Lactococcus	Timepoint	OR	-1.17701315880898	0.655459214879761	43	6	0.0824815925519866	0.370595580004128
Paracoccus	Timepoint	CV1	1.78942506512756	1.00501103244445	43	20	0.0847075611438006	0.370595580004128
Pelomonas	Timepoint	CV1	-0.851178599107717	0.463428876978642	43	5	0.0760627359528298	0.370595580004128
Peptoniphilus	Timepoint	Post	-1.39072709326273	0.754654898621449	43	5	0.0731601368928577	0.370595580004128
Veillonella	Timepoint	Pre	1.49041281763173	0.794223168590534	43	9	0.0694560290365398	0.370595580004128
Kocuria	Timepoint	Pre	-1.01550357848267	0.581142754424952	43	15	0.0907178921232547	0.384467173464444
Rothia	Timepoint	Pre	0.903496038512361	0.521533320899631	43	9	0.0933705992699364	0.384467173464444
Brevundimonas	Timepoint	Post	1.22531830703271	0.72779885877496	43	13	0.102591901720026	0.403412830127513
Lactococcus	Timepoint	Post	-1.0993929316855	0.655459214879761	43	6	0.103734727747075	0.403412830127513
Bosea	Timepoint	Pre	0.867938260439848	0.524235568706576	43	6	0.108118679729507	0.403683236907342
Kocuria	Timepoint	OR	-0.950080023322452	0.581142754424952	43	15	0.112454615995617	0.403683236907342
Streptococcus	Timepoint	CV1	2.98084691844992	1.80971837404062	43	26	0.109590311149712	0.403683236907342
Brevundimonas	Timepoint	Pre	1.17469024320699	0.72779885877496	43	13	0.116943515075744	0.409302302765104
Anaerococcus	Timepoint	OR	-1.40664777039508	0.886509980567209	43	13	0.12298687738329	0.419955191064892
Dietzia	Timepoint	Post	0.785072285584408	0.50383049716293	43	12	0.129555565428026	0.431851884760086
Pseudomonas	Timepoint	CV1	1.85481636786484	1.20291331886872	43	24	0.133451663075691	0.434493786758065
Denitratisoma	Timepoint	Post	0.679964246548227	0.460007421573819	43	5	0.1496678022238	0.476215734348455
Peptoniphilus	Timepoint	CV1	-1.15033665022452	0.806760021683453	43	5	0.162068991510602	0.504214640255205
Brevundimonas	Timepoint	OR	0.952574061080871	0.72779885877496	43	13	0.200480393628919	0.5261407238642
Cutibacterium	Timepoint	Pre	-1.35006781214919	1.03560020325386	43	33	0.202324368617682	0.5261407238642
Cutibacterium	Timepoint	OR	-1.36765668769728	1.03560020325386	43	33	0.196666066591961	0.5261407238642
Finegoldia	Timepoint	CV1	0.843399448119455	0.650722003187324	43	9	0.202939993490477	0.5261407238642
Granulicatella	Timepoint	CV1	-0.503088598765271	0.380699488623306	43	5	0.196095735357013	0.5261407238642
Lactococcus	Timepoint	CV1	-0.957498230348239	0.705709452150991	43	6	0.184557513157991	0.5261407238642
Luteimonas	Timepoint	OR	0.387522542362189	0.280590672052288	43	5	0.177356081013331	0.5261407238642
Roseomonas	Timepoint	Post	-0.663790978183324	0.491422830992618	43	6	0.184763595434893	0.5261407238642
Streptomyces	Timepoint	Post	1.31896582370395	1.00177097984713	43	22	0.197870344618426	0.5261407238642
Acinetobacter	Timepoint	CV1	-0.846261197611985	0.683552026715841	43	42	0.223820963090566	0.542521240133483
Anaerococcus	Timepoint	Pre	-1.09187934434748	0.886509980567209	43	13	0.227576611671799	0.542521240133483
Brachybacterium	Timepoint	OR	-0.928023030903604	0.756353503554663	43	8	0.2293108451959	0.542521240133483
Denitratisoma	Timepoint	Pre	0.571573034414524	0.460007421573819	43	5	0.223554884223619	0.542521240133483
Granulicatella	Timepoint	OR	-0.433307545426781	0.352437926605155	43	5	0.228405447546239	0.542521240133483
Micrococcus	Timepoint	Post	-1.3505062447068	1.10834644772353	43	33	0.23250910291435	0.542521240133483
Anaerococcus	Timepoint	CV1	1.14032330090263	0.956888380706219	43	13	0.242466027127922	0.547503932224339
Bacillus	Timepoint	Post	0.748425889382824	0.626283698527017	43	29	0.241451357235645	0.547503932224339
Clostridium_sensu_stricto_1	Timepoint	CV1	-0.769495001500547	0.660752800974783	43	5	0.251643303502778	0.559207341117283
Brachybacterium	Timepoint	Pre	-0.839823433632076	0.756353503554663	43	8	0.275605051521888	0.563340123501099
Denitratisoma	Timepoint	OR	0.516332964545704	0.460007421573819	43	5	0.270473830579633	0.563340123501099
Granulicatella	Timepoint	Pre	0.399825960804783	0.352437926605155	43	5	0.265538755548932	0.563340123501099
Methylobacterium.Methylorubrum	Timepoint	CV1	-1.36935250891866	1.23914805118382	43	19	0.277646203725541	0.563340123501099
Staphylococcus	Timepoint	Pre	-1.41195743100619	1.229352892622	43	32	0.258118182855253	0.563340123501099
Streptococcus	Timepoint	Post	1.89104795170509	1.68275532103653	43	26	0.269984249603005	0.563340123501099
Clostridium_sensu_stricto_1	Timepoint	Post	-0.674585746824269	0.617490758542515	43	5	0.281692086019647	0.563384172039294
Corynebacterium	Timepoint	Pre	-1.13180221060203	1.06991794853765	43	31	0.296986084588225	0.585606363976782
Dietzia	Timepoint	Pre	0.512746120835064	0.50383049716293	43	12	0.316869903870143	0.616135924191945
Brevibacterium	Timepoint	Post	-0.528993849287045	0.528582729433915	43	7	0.323264728206725	0.619959752725227
Lactococcus	Timepoint	Pre	-0.643489661133026	0.655459214879761	43	6	0.333973026552161	0.623416316230701
uncultured	Timepoint	OR	0.717463766489049	0.730474588391238	43	14	0.333905283913808	0.623416316230701
Staphylococcus	Timepoint	CV1	1.26920161831017	1.31484000164823	43	32	0.340652862200461	0.627518430369271
Dietzia	Timepoint	OR	0.482249872949143	0.50383049716293	43	12	0.346048592482066	0.629179259058301
Corynebacterium	Timepoint	Post	-1.00339229063689	1.06991794853765	43	31	0.354417828291418	0.634212674713835
Escherichia.Shigella	Timepoint	CV1	-0.842143882115523	0.902411462891861	43	34	0.35787715215995	0.634212674713835
Acinetobacter	Timepoint	Pre	0.571078290470345	0.637671216747901	43	42	0.376518437315213	0.648282320203869
Bacillus	Timepoint	Pre	0.558399949848185	0.626283698527017	43	29	0.379708216119409	0.648282320203869
Brachybacterium	Timepoint	Post	-0.676392143343047	0.756353503554663	43	8	0.37824186195296	0.648282320203869
Micrococcus	Timepoint	Pre	-0.957677323154615	1.10834644772353	43	33	0.394393030076817	0.665241255551258
Finegoldia	Timepoint	Pre	0.517939650821036	0.607441017616207	43	9	0.399334722107573	0.665557870179288
Clostridium_sensu_stricto_1	Timepoint	OR	-0.517488670170832	0.617490758542515	43	5	0.407383452030944	0.667517769974986
Escherichia.Shigella	Timepoint	OR	0.686331065460089	0.840521396040644	43	34	0.420617036748124	0.667517769974986
Paracoccus	Timepoint	Pre	0.752320997534044	0.934340240926942	43	20	0.426977412193672	0.667517769974986
Paracoccus	Timepoint	Post	0.774760412631637	0.934340240926942	43	20	0.413466166546802	0.667517769974986
Pelomonas	Timepoint	OR	-0.341226110088735	0.429405716439819	43	5	0.433128576280064	0.667517769974986
Rothia	Timepoint	CV1	-0.448210292391903	0.559252149316688	43	9	0.428866287300567	0.667517769974986
Streptococcus	Timepoint	OR	1.33470202447658	1.68275532103653	43	26	0.433886550483741	0.667517769974986
Granulicatella	Timepoint	Post	-0.256706373824577	0.352437926605155	43	5	0.472002851933906	0.718265209464639
Kytococcus	Timepoint	OR	-0.437633433059937	0.635186409841783	43	5	0.496040721096327	0.746727967241783
Corynebacterium	Timepoint	CV1	0.754473469292544	1.14693716380793	43	31	0.514724703160923	0.766611260026907
Bosea	Timepoint	OR	-0.330584296850738	0.524235568706576	43	6	0.533027688364904	0.785514488116701
Afipia	Timepoint	OR	0.225191567902492	0.385252202785988	43	14	0.563240105256102	0.799765297449952
Finegoldia	Timepoint	Post	0.352208227472762	0.607441017616207	43	9	0.565548317482466	0.799765297449952
Methylobacterium.Methylorubrum	Timepoint	OR	-0.673428255251843	1.15564609247357	43	19	0.564497923063512	0.799765297449952
Staphylococcus	Timepoint	Post	-0.736047124934651	1.229352892622	43	32	0.553002944219879	0.799765297449952
Acinetobacter	Timepoint	Post	0.360977758883402	0.637671216747901	43	42	0.574897101175345	0.800886853284873
Brevundimonas	Timepoint	CV1	0.430071423471328	0.785708854378813	43	13	0.588075776083129	0.800886853284873
Haemophilus	Timepoint	Post	0.359087722756973	0.657941354961423	43	9	0.589223899202442	0.800886853284873
Paracoccus	Timepoint	OR	0.525246274853403	0.934340240926942	43	20	0.578139915149896	0.800886853284873
Rothia	Timepoint	Post	0.268170103806506	0.521533320899631	43	9	0.610843925646367	0.822289899908571
Finegoldia	Timepoint	OR	-0.305276423476355	0.607441017616207	43	9	0.618250897293357	0.824334529724476
Kytococcus	Timepoint	Pre	0.30425859717614	0.635186409841783	43	5	0.635349839543287	0.839141297510002
Micrococcus	Timepoint	CV1	0.558014545782678	1.1915253676181	43	33	0.642818562671999	0.841071016580186
Cutibacterium	Timepoint	CV1	-0.505105643295003	1.11246580293866	43	33	0.652962694892734	0.841676912785351
Lawsonella	Timepoint	CV1	0.270905660973598	0.602084509560227	43	5	0.65530559638288	0.841676912785351
Haemophilus	Timepoint	OR	-0.284765273804383	0.657941354961423	43	9	0.668221664399335	0.850463936508245
Anaerococcus	Timepoint	Post	-0.324067139565592	0.886509980567209	43	13	0.717244948165379	0.864235697379406
Bacillus	Timepoint	CV1	0.225631631342556	0.679294648839657	43	29	0.742076246319744	0.864235697379406
Clostridium_sensu_stricto_1	Timepoint	Pre	-0.201538712630132	0.617490758542515	43	5	0.745973368652529	0.864235697379406
Escherichia.Shigella	Timepoint	Pre	-0.324646883130036	0.840521396040644	43	34	0.702039904179407	0.864235697379406
Escherichia.Shigella	Timepoint	Post	0.303876347265476	0.840521396040644	43	34	0.720233506393653	0.864235697379406
Haemophilus	Timepoint	CV1	-0.229036677842833	0.708407346415131	43	9	0.748620605662742	0.864235697379406
Luteimonas	Timepoint	Pre	0.111111111111134	0.280590672052288	43	5	0.694888456045901	0.864235697379406
Methylobacterium.Methylorubrum	Timepoint	Post	-0.379747143422571	1.15564609247357	43	19	0.744774951544259	0.864235697379406
Roseomonas	Timepoint	CV1	-0.17830401679756	0.525353104460826	43	6	0.736178271722939	0.864235697379406
Streptomyces	Timepoint	CV1	0.342608141777074	1.07964919115471	43	22	0.753119679144911	0.864235697379406
uncultured	Timepoint	Post	0.287387885830524	0.730474588391238	43	14	0.696802199771364	0.864235697379406
Veillonella	Timepoint	CV1	-0.271082134853261	0.851207861803877	43	9	0.752129994263224	0.864235697379406
Afipia	Timepoint	Pre	-0.117048888876989	0.385252202785988	43	14	0.763362152899884	0.868867491105559
Brevibacterium	Timepoint	CV1	-0.15860233474963	0.56507870690691	43	7	0.780483728397817	0.881191306255599
Bosea	Timepoint	Post	-0.126070437903121	0.524235568706576	43	6	0.811574337906309	0.888180485838763
Brachybacterium	Timepoint	CV1	-0.19568389503175	0.815949795786824	43	8	0.812050729909726	0.888180485838763
Methylobacterium.Methylorubrum	Timepoint	Pre	-0.304923011783228	1.15564609247357	43	19	0.79372361312801	0.888180485838763
uncultured	Timepoint	CV1	-0.190546944358341	0.791488792370751	43	14	0.811386932852667	0.888180485838763
Denitratisoma	Timepoint	CV1	-0.10029779212967	0.495816595568836	43	5	0.841007888524296	0.889110862704285
Kytococcus	Timepoint	CV1	0.145959098684305	0.682836166902238	43	5	0.83211576038077	0.889110862704285
Lawsonella	Timepoint	Post	0.111111111111095	0.563198488164547	43	5	0.844655319569071	0.889110862704285
Luteimonas	Timepoint	CV1	-0.0657720489179354	0.302864171816695	43	5	0.829504994405131	0.889110862704285
Veillonella	Timepoint	Post	0.162985658129972	0.794223168590534	43	9	0.838667286505923	0.889110862704285
Kocuria	Timepoint	CV1	-0.111714959563442	0.626809971012954	43	15	0.859705877133664	0.898200170139649
Afipia	Timepoint	Post	-0.0648352411573442	0.385252202785988	43	14	0.8674838432668	0.899612874498904
Kytococcus	Timepoint	Post	0.100449358616252	0.635186409841783	43	5	0.875387531274016	0.901134223370311
Bosea	Timepoint	CV1	0.0634089472765508	0.564901211839514	43	6	0.911348218866843	0.92657323438844
Veillonella	Timepoint	OR	-0.0871021767588749	0.794223168590534	43	9	0.913336473897177	0.92657323438844
Rothia	Timepoint	OR	0.0125554785159158	0.521533320899631	43	9	0.980951238108251	0.988008441260109
Lawsonella	Timepoint	OR	-1.56446712020858e-14	0.563198488164547	43	5	0.999999999999978	0.999999999999978
