feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Corynebacterium	Timepoint	Post	-1.19516828753755	1.19011059144538	43	41	0.321781032635748	0.656695984970914
Brachybacterium	Timepoint	Pre	-0.837234371612032	0.907468160027273	43	18	0.363550977660521	0.699136495501002
Brevundimonas	Timepoint	CV1	1.31908068885995	1.4102448391796	43	24	0.357010391342503	0.699136495501002
Mycoplasma	Timepoint	Pre	1.35625359559079	1.45170831300616	43	13	0.35623404751149	0.699136495501002
Methylobacterium.Methylorubrum	Timepoint	Post	-1.11637038566627	1.2714168936299	43	17	0.386993919228067	0.725622397695131
Pseudomonas	Timepoint	Post	-1.35280381531702	1.56465211873417	43	27	0.394068838248078	0.725622397695131
uncultured	Timepoint	CV1	1.23816331551192	1.4475071925342	43	21	0.399092318732322	0.725622397695131
Dietzia	Timepoint	Pre	0.694271243420306	0.872672879991897	43	22	0.43251899969549	0.745722413268087
Finegoldia	Timepoint	CV1	0.76802590024284	0.946610932292314	43	21	0.423377890633925	0.745722413268087
Peptoniphilus	Timepoint	Post	-1.45664395193954	1.82263796477114	43	18	0.430405473258978	0.745722413268087
Streptococcus	Timepoint	CV1	-0.910886187006844	1.23911445295065	43	35	0.46795593733263	0.793145656495983
Kytococcus	Timepoint	CV1	0.460830466865218	0.660253851756648	43	6	0.489698347170261	0.802784175688952
Mycoplasma	Timepoint	Post	1.03121312702589	1.45170831300616	43	13	0.481944053783295	0.802784175688952
Pseudomonas	Timepoint	OR	-1.05004264182485	1.56465211873417	43	27	0.507253208689898	0.802855395383444
Raoultella	Timepoint	CV1	-1.08820817726318	1.65076938492817	43	17	0.513827453045404	0.802855395383444
uncultured	Timepoint	Pre	-0.89807806269953	1.33771201297749	43	21	0.507175125764173	0.802855395383444
Anaerococcus	Timepoint	Pre	-1.10825688949063	1.72366548207091	43	27	0.525134533444563	0.807899282222404
Anaerococcus	Timepoint	CV1	1.15588191194917	1.85995334502765	43	27	0.538892087216056	0.81650316244857
Streptococcus	Timepoint	Pre	-0.679073186912882	1.14890059043534	43	35	0.55900288015284	0.834332656944537
Acinetobacter	Timepoint	CV1	0.455788398786114	1.04116042999549	43	43	0.664632052199592	0.869136395866591
Anaerococcus	Timepoint	Post	-0.704322867697436	1.72366548207091	43	27	0.685723469884089	0.869136395866591
Bacillus	Timepoint	CV1	0.540289571085044	1.24756363282822	43	28	0.668045141577228	0.869136395866591
Corynebacterium	Timepoint	Pre	-0.64499158596154	1.19011059144538	43	41	0.591095677939573	0.869136395866591
Corynebacterium	Timepoint	OR	-0.51557088843403	1.19011059144538	43	41	0.667375481726041	0.869136395866591
Escherichia.Shigella	Timepoint	Post	-0.754459944841562	1.68634509423318	43	24	0.657875823570432	0.869136395866591
Methylobacterium.Methylorubrum	Timepoint	CV1	0.590695824521025	1.37600387029975	43	17	0.670789666192495	0.869136395866591
Mycoplasma	Timepoint	CV1	-0.679386090442228	1.5523257074461	43	13	0.66417149788098	0.869136395866591
Paracoccus	Timepoint	Pre	0.785906404600102	1.50486013926984	43	24	0.605347766421595	0.869136395866591
Paracoccus	Timepoint	CV1	0.697384703335058	1.61845298661876	43	24	0.669532227070857	0.869136395866591
Pseudomonas	Timepoint	Pre	-0.770710808445179	1.56465211873417	43	27	0.625872313686819	0.869136395866591
uncultured	Timepoint	OR	-0.545008401670413	1.33771201297749	43	21	0.686617752734607	0.869136395866591
Cutibacterium	Timepoint	Pre	0.551387266333422	1.44868554421044	43	37	0.706248464734187	0.871005191770922
Escherichia.Shigella	Timepoint	CV1	-0.654891360988958	1.81694262110212	43	24	0.721026965803972	0.871005191770922
Micrococcus	Timepoint	Pre	-0.607327787035864	1.63548795557003	43	35	0.713032215329586	0.871005191770922
Pseudomonas	Timepoint	CV1	-0.563750501187943	1.68603575718888	43	27	0.740354413005284	0.871005191770922
Raoultella	Timepoint	Pre	-0.518773384719261	1.54091253929005	43	17	0.738270581046621	0.871005191770922
Staphylococcus	Timepoint	CV1	0.353852989516854	1.03185821143621	43	35	0.733542573954419	0.871005191770922
Kytococcus	Timepoint	OR	-0.194402284248591	0.615814219881659	43	6	0.754071189941986	0.876826965048821
Kytococcus	Timepoint	Pre	-0.16427050972038	0.615814219881659	43	6	0.791185688697595	0.909408837583443
Afipia	Timepoint	CV1	0.133616525648396	0.59520829581589	43	14	0.823893993453282	0.916156968993636
Luteimonas	Timepoint	Post	0.206411578021414	0.895659073965929	43	12	0.819292079159673	0.916156968993636
Staphylococcus	Timepoint	Pre	-0.215478584109127	0.965214974730915	43	35	0.824541272094272	0.916156968993636
Kocuria	Timepoint	Pre	-0.179190071740041	0.927677901749523	43	18	0.848133850871842	0.932015220738288
Corynebacterium	Timepoint	CV1	-0.181887001158571	1.27526367706917	43	41	0.887356726428219	0.943996517476829
Streptomyces	Timepoint	CV1	0.220390045733429	1.46305646938534	43	18	0.881099205203625	0.943996517476829
uncultured	Timepoint	Post	-0.214710801420286	1.33771201297749	43	21	0.873567457920923	0.943996517476829
Brevundimonas	Timepoint	OR	-0.157705942041712	1.30205849852697	43	24	0.90440367662287	0.952003870129336
Peptoniphilus	Timepoint	CV1	0.155278582386829	1.9580420203868	43	18	0.937295492269182	0.976349471113731
Brachybacterium	Timepoint	CV1	-0.064067513748446	0.98180693898051	43	18	0.948397216258527	0.977729088926316
Dietzia	Timepoint	CV1	0.0146309269897887	0.944413497763248	43	22	0.987740736669536	0.997243283293285
Micrococcus	Timepoint	CV1	-0.00612699385581851	1.75893563490749	43	35	0.997243283293285	0.997243283293285
Raoultella	Timepoint	Post	0.0204926787610955	1.54091253929005	43	17	0.989460655701701	0.997243283293285
