SampleID,Eubacterium_nodatum_group,0319-6G20,Abiotrophia,Acinetobacter,Actinomyces,Aerococcus,Aeromonas,Afipia,Agathobacter,Alkanindiges,Alloprevotella,Amaricoccus,Anaerococcus,Anoxybacillus,Atopobium,Aureimonas,Auricoccus-Abyssicoccus,Azospirillum,Bacillus,Bacteroides,Bifidobacterium,Blastococcus,Blautia,Bosea,Brachybacterium,Brevibacillus,Brevibacterium,Brevundimonas,Brochothrix,Burkholderia-Caballeronia-Paraburkholderia,Campylobacter,Capnocytophaga,Caulobacter,Clostridium_sensu_stricto_1,Collinsella,Comamonas,Corynebacterium,Cutibacterium,Deinococcus,Delftia,Denitratisoma,Dermabacter,Dermacoccus,Dietzia,Dolosigranulum,Dorea,DSSD61,Enterobacter,Enterococcus,Eremococcus,Escherichia-Shigella,Ezakiella,Facklamia,Faecalibacterium,Fastidiosipila,Fenollaria,Finegoldia,Fusicatenibacter,Fusobacterium,Gardnerella,Gemella,Gordonia,Granulicatella,Haematobacter,Haemophilus,Helcococcus,Intestinibacter,Janthinobacterium,Jeotgalicoccus,JG30-KF-CM45,KD4-96,Klebsiella,Klenkia,Kocuria,Kytococcus,Lachnoanaerobaculum,Lactobacillus,Lactococcus,Lautropia,Lawsonella,Leptotrichia,Leuconostoc,Luteimonas,Macrococcus,Marmoricola,Massilia,Meiothermus,Methylobacterium-Methylorubrum,Methylocella,Methylophilus,Microbacterium,Micrococcus,Millisia,Mobilicoccus,Moraxella,Murdochiella,Muricoccus,Mycobacterium,Mycoplasma,Negativicoccus,Neisseria,Nesterenkonia,Oribacterium,Ornithinimicrobium,Ottowia,Pantoea,Paracoccus,Pedobacter,Pelomonas,Peptoniphilus,Peptostreptococcus,Phreatobacter,Porphyromonas,Prevotella,Pseudoclavibacter,Pseudoglutamicibacter,Pseudomonas,Pseudorhodoplanes,Pseudoxanthomonas,Puia,Raoultella,Rhodococcus,Romboutsia,Roseomonas,Rothia,Ruminococcus,S5-A14a,Saccharimonadales,Selenomonas,Serratia,Skermanella,Sphingobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Terrisporobacter,Turicibacter,uncultured,Varibaculum,Veillonella,Weissella,WPS-2,Xanthomonas,Yimella
LK16S009-149,0,0,0,0.021842371,0.017639369,0,0,0.002233879,0,0,0,0,0.002680655,0,0,0,0,0,0,0,0,0,0,0.017109857,0.013684576,0,0.000943193,0.09605679,0,0,0,0,0,0,0,0,0.003375639,0.012575911,0,0,0,0,0,0.030860623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028726027,0,0.019211358,0,0.013916238,0,0.065791869,0,0,0,0,0,0,0,0,0.002448993,0,0,0,0,0,0,0,0,0.003425281,0,0,0,0,0,0,0,0,0.104297321,0,0,0,0,0,0,0.000926646,0,0,0,0,0,0,0,0.153674317,0.000215114,0,0,0,0,0,0.008852779,0,0,0.001952576,0,0,0,0.002978505,0,0,0.0051131,0.024324458,0,0,0,0,0.000281303,0,0,0.014561581,0.001571989,0,0.263912101,0.00114176,0,0,0,0.000678437,0,0.062995383,0,0,0,0
LK16S009-150,0,0,0,0.077409163,0,0,0,0.037914692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015797788,0,0,0.096366509,0,0,0,0,0,0,0,0,0,0.039494471,0,0,0,0,0,0.020537125,0,0,0,0,0,0,0.007898894,0,0,0,0,0,0,0,0,0,0,0,0.02685624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069510269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09478673,0,0,0,0,0,0,0,0,0,0.006319115,0,0,0,0,0,0,0,0.347551343,0,0,0,0,0,0,0,0.097946288,0,0,0.036334913,0.025276461,0,0,0,0,0,0,0,0,0,0
LK16S009-151,0,0,0,0.1094458,0,0,0,0.049146044,0,0,0,0,0,0,0,0,0,0,0,0,0.004531196,0,0,0.014639247,0.003485535,0,0,0.082258627,0,0,0,0,0,0,0,0,0.321017776,0.010805159,0,0,0,0,0,0.036946671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009410945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105611711,0,0,0,0,0,0,0.009062391,0,0,0,0,0,0,0,0.098989195,0,0,0,0,0,0,0,0,0,0.051934472,0,0,0,0.008713838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050888811,0.009410945,0,0,0,0,0,0.023701638,0,0,0,0
LK16S009-152,0,0,0,0.108816276,0,0,0,0.04161529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005856967,0,0,0,0,0,0,0,0,0.108508015,0.004932182,0,0,0,0,0,0,0,0,0,0,0.003390875,0,0.003699137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009864365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016646116,0,0,0,0,0,0,0,0,0.030826141,0,0,0,0,0,0,0,0,0.017262639,0,0,0.63594328,0,0,0,0.007398274,0,0,0,0.005240444,0,0,0,0,0,0
LK16S009-153,0,0,0,0.167901235,0,0.006481481,0,0.088271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02345679,0,0,0,0.072530864,0.005246914,0,0.007716049,0,0,0,0,0,0,0,0,0,0,0.011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168518519,0,0,0,0.073765432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036419753,0,0,0,0,0,0,0,0,0,0.061111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112654321,0,0,0,0.154938272,0,0,0,0.008641975,0,0,0,0,0,0
LK16S009-154,0,0,0,0.212876428,0,0,0,0.262720665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030114226,0,0,0,0,0,0,0,0,0,0,0,0,0.008307373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17549325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088265836,0,0,0.072689512,0.14953271,0,0,0,0,0,0,0,0,0,0
LK16S009-155,0,0,0,0.165513424,0,0,0,0.066426792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066426792,0,0,0,0,0,0,0,0,0,0,0,0,0.055632438,0,0,0,0,0,0,0,0,0,0,0,0,0.016883476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019928038,0,0,0,0.267921395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023249377,0,0,0,0,0,0,0.02601716,0,0,0,0,0,0,0,0,0.248546914,0,0,0.023249377,0.020204816,0,0,0,0,0,0,0,0,0,0
LK16S009-156,0,0,0,0.085783571,0,0,0,0.066383753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038799636,0,0,0,0,0,0,0,0,0,0,0,0.01970294,0.096089724,0,0,0,0,0,0.03516217,0,0,0,0,0,0,0,0,0,0,0,0,0.008790543,0,0,0,0,0,0,0,0,0,0,0.002121855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013034253,0,0,0,0.429524098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024249773,0,0,0,0,0,0,0,0,0,0.025765383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07305244,0,0,0.031524704,0.050015156,0,0,0,0,0,0,0,0,0,0
LK16S009-157,0,0,0,0.1375,0.016544118,0,0,0.055147059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011397059,0.013235294,0,0,0.086029412,0,0.015441176,0,0,0.001470588,0,0,0,0.004044118,0.006985294,0,0,0,0,0,0.013602941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026102941,0,0.019117647,0,0.005514706,0,0.087132353,0,0,0,0,0,0,0,0,0.008088235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113602941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052205882,0,0,0,0,0,0,0,0,0,0.030882353,0,0,0,0.025367647,0,0,0,0.029411765,0,0,0,0,0,0,0,0.002205882,0,0,0.213235294,0.013970588,0,0,0,0.005882353,0,0.005882353,0,0,0,0
LK16S009-158,0,0,0,0.555111821,0,0,0,0.162939297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050319489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052715655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150958466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027955272,0,0,0,0,0,0,0,0,0,0
LK16S009-159,0,0,0,0.399842271,0,0,0,0.22555205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042586751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041798107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039432177,0,0,0,0,0,0,0,0,0,0.149842271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02681388,0,0.029968454,0.044164038,0,0,0,0,0,0,0,0,0,0
LK16S009-160,0,0,0,0.48272458,0,0,0,0.220138203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030602172,0,0,0,0,0.009871668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025666338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169792695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061204344,0,0,0,0,0,0,0,0,0,0
LK16S009-161,0,0,0,0.047863395,0.020740805,0,0,0.013237894,0,0,0,0,0,0,0,0.015005821,0,0,0,0,0,0,0,0.018498555,0.020827045,0,0,0.120736493,0,0,0,0,0,0,0,0,0.000689923,0.018627916,0,0,0,0,0,0.01953344,0,0,0,0,0,0,0.002285369,0,0,0,0,0,0,0,0,0,0.029192359,0,0.01224613,0,0.04911388,0,0,0,0,0,0,0,0,0.005821224,0,0,0,0,0,0.002975292,0,0,0.005864344,0,0,0,0,0,0,0,0,0.086154112,0,0,0,0,0,0,0.002630331,0,0,0,0,0,0,0,0.071450132,0,0,0.000388082,0,0.000215601,0,0,0,0,0.01228925,0,0,0,0.006252426,0,0,0.004656979,0.016601268,0,0,0,0,0.000819283,0,0,0.022293131,0.000646803,0,0.253546634,0.010780044,0,0,0,0.005433142,0,0.102582899,0,0,0,0
LK16S009-162,0,0,0,0.204309657,0,0,0,0.0207502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044692737,0,0,0,0,0,0,0,0,0,0,0,0.157222666,0.060654429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032721468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006384677,0,0,0,0,0,0,0,0,0.019952115,0,0,0.134876297,0,0,0,0,0,0,0.017557861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089385475,0,0,0,0.065442937,0,0,0,0,0,0,0,0,0.032721468,0,0,0,0,0,0.028731045,0.034317638,0,0,0,0.006384677,0,0.043894653,0,0,0,0
LK16S009-163,0,0,0,0.023492401,0,0,0,0,0,0,0,0.001470829,0.00055837,0,0,0.002628425,0,0,0,0,0.000217901,0,0.000204282,0.002029199,0.279103339,0,0.014640192,0.04274936,0,0,0,0,0,0,0,0,0.006251021,0.018426213,0,0,0,0,0,0.295840824,0,0,0,0,0,0,0,0,0,0,0,0.000136188,0.001784061,0,0,0,0.001048646,0,0,0,0.00223348,0,0,0,0,0,0,0,0,0.007068148,0,0,0,0,0,0.003391077,0,0,0.022076047,0,0,0.001743204,0,0.004902762,0,0,0,0.204295364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028599444,0,0,0.000204282,0,0,0,0.000571989,0,0,0.00134826,0,0,0,0,0,0,0.001607016,0.000776271,0,0,0,0,0,0,0,0.013918396,0.003268508,0,0.012379474,0,0,0,0,0,0,0.001035028,0,0,0,0
LK16S009-164,0,0,0,0.032152455,0,0,0,0.003811385,0,0,0,0.000342047,0.00104243,0,0,0.001938269,0,0,0,0.001335614,0.00200342,0,0,0.000830687,0.258001466,0,0.015082661,0.06262725,0,0,0,0,0,0,0,0,0.000374623,0.029969867,0,0,0,0,0,0.317924912,0,0,0,0,0.000586367,0,0.00128675,0,0.000293183,0,0,0,0.000749247,0,0,0,0,0.000570079,0,0,0,0,0,0,0,0,0,0,0,0.005993973,0,0,0,0,0,0,0,0,0.019480414,0,0,0.004120857,0,0.01044059,0,0,0,0.177994951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021581562,0,0,0,0,0,0,0,0,0,0.001547357,0,0,0,0.000130304,0.000309471,0,0.002785243,0,0,0,0,0,0.001026142,0,0,0.011531884,0.005961398,0,0.004593208,0.000667807,0,0,0,0.000912126,0,0,0,0,0,0
LK16S009-165,0,0,0,0,0,0,0,0.028403526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006366308,0,0,0,0,0,0,0,0,0,0,0,0.157198825,0.611165524,0,0,0,0,0,0.00489716,0.001469148,0,0,0,0,0,0.024975514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009304603,0,0,0,0.068070519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006856024,0,0.008814887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055337904,0,0,0.017140059,0,0,0,0,0,0,0,0,0,0,0
LK16S009-166,0,0,0,0.003173336,0,0,0,0.002584274,0,0,0,0,0.000228024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855091,0,0,0,0,0,0,0,0,0.012465321,0.910728537,0,0,0,0,0,0.002983316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001273135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000779083,0,0,0,0,0,0,0,0.000855091,0,0,0,0.008626914,0,0,0,0,0,0,0.000133014,0,0,0,0,0,0,0,0,0,0,0.00038004,0,0,0,0,0,0,0.001273135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052141527,0,0,0.000741079,0.000779083,0,0,0,0,0,0,0,0,0,0
LK16S009-167,0,0,0,0.023744773,0,0.001784682,0,0.009348336,0,0,0,0,0.00826053,0,0,0,0,0,0,0,0,0,0,0,0.00073087,0,0.006373865,0,0,0,0,0,0,0,0,0,0.190995003,0.56163103,0,0,0,0.00039093,0,0.002804501,0,0,0,0,0,0,0.002158616,0,0,0,0,0,0.003382398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073087,0,0,0,0,0,0.004589183,0,0,0,0,0,0.002532549,0,0,0,0,0,0.076639358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002430567,0,0,0.005744977,0,0,0,0,0.010045212,0,0.001988646,0,0,0,0,0.007274705,0,0.000220961,0,0,0,0,0,0,0,0,0.068548798,0,0,0.003008464,0.003790325,0,0,0,0,0,0.000849849,0,0,0,0
LK16S009-168,0,0,0,0.021549653,0,0,0,0.001441219,0,0,0,0.000603939,0.025557614,0,0,0,0,0,0,0,0,0,0,0,0.000988264,0,0.003335392,0,0,0,0,0,0,0,0,0,0.206286459,0.468245144,0,0,0,0.000590213,0,0.001811818,0,0,0,0,0,0,9.60813E-05,0,0.001811818,0,0,0,0.003417748,0,0,0,0,0,0,0,0.000631391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006355089,0,0,0,0,0,0,0,0,0,0,0,0.039228605,0.00100199,0,0,0,0,0,0.000617665,0,0,0,0,0,0,0,0.000260792,0,0,0.011255233,0,0,0,0,0,0,0.002003981,0,0,0,0,0.003815799,0,0.000672569,0,0,0,0,0,0,0,0,0.19401551,0,0,0.002251047,0.002154965,0,0,0,0,0,0,0,0,0,0
LK16S009-169,0,0,0,0.379400946,0,0,0,0.07094062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011035208,0.002101944,0,0,0,0,0,0,0,0,0,0,0,0,0.013137152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036784025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040987914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190751445,0,0,0,0,0,0,0,0,0,0,0,0,0.01208618,0,0,0.054125066,0,0,0,0.188649501,0,0,0,0,0,0,0,0,0,0
LK16S009-170,0,0,0,0.451851852,0,0,0,0.275420875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032323232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097643098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088215488,0,0,0,0,0,0,0,0,0,0
LK16S009-171,0,0,0,0.054765966,0,0,0,0.010233087,0,0,0,0,0,0,0,0,0,0,0,0,0.003032026,0,0,0.00113701,0.315899185,0,0.014212621,0.014402122,0,0,0,0,0,0,0,0,0.010991093,0.013265113,0,0,0,0,0,0.146484745,0,0,0,0,0,0,0,0,0,0,0,0,0.00587455,0,0,0,0,0,0,0,0.006064052,0,0,0,0,0,0,0,0,0.011180595,0,0,0,0,0,0.001895016,0,0,0,0,0,0,0,0.043395869,0,0,0,0.272313815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013644116,0,0,0,0,0,0,0,0,0,0.02236119,0,0,0,0,0,0,0.009096077,0,0,0,0,0,0,0,0,0.014023119,0,0,0.004548039,0.00473754,0,0,0,0,0,0.006443055,0,0,0,0
LK16S009-172,0,0,0,0.041784158,0,0,0,0.093053063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167649321,0,0,0.007690336,0,0,0,0,0,0,0,0,0,0.410920277,0,0,0,0,0,0.016149705,0,0,0,0,0,0,0.006408613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09741092,0,0,0,0.064855165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022814663,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0,0.018969495,0,0.009741092,0,0,0,0,0,0,0,0,0,0,0
LK16S009-173,0,0,0,0.232403718,0,0,0,0.181938911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050464807,0,0,0,0.058432935,0.436918991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023904382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015936255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-174,0,0,0,0,0,0,0,0.014415942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922832309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008691965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054059784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S009-175,0,0,0,0.072707344,0,0,0,0.031786628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112166606,0.017172086,0,0,0,0,0,0,0,0,0,0,0,0,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005845817,0,0,0,0.006576544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04128608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66423091,0,0,0,0.042016807,0,0,0,0,0,0,0,0,0,0
LK16S009-176,0,0,0,0.261373036,0,0,0,0.152191894,0,0,0,0,0.003308519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148056245,0.312655087,0,0,0,0,0,0.013234078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041356493,0,0,0,0,0,0,0.023159636,0,0,0,0,0,0,0,0,0.014888337,0,0,0,0.029776675,0,0,0,0,0,0,0,0,0,0
LK16S009-177,0,0,0,0.125,0,0,0,0.069972826,0,0,0,0.006793478,0.005434783,0,0,0,0,0,0,0,0,0,0,0,0.022418478,0,0,0,0,0,0,0,0,0,0,0,0.137228261,0.332880435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188179348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024456522,0,0,0,0.012228261,0,0,0,0,0,0,0,0,0,0,0,0.019701087,0,0,0.010869565,0.044836957,0,0,0,0,0,0,0,0,0,0
LK16S009-178,0,0,0,0.312849162,0,0,0,0.081936685,0,0,0,0,0,0,0,0,0,0,0.006517691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10707635,0.043761639,0,0.032588454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017690875,0,0,0,0,0,0,0,0,0,0.040037244,0,0,0,0,0,0,0,0,0,0,0,0,0.04283054,0,0,0,0,0.012104283,0,0,0,0.133147114,0.008379888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161080074,0,0,0,0,0,0,0,0,0,0
LK16S009-179,0,0,0,0.016545211,0,7.43605E-05,0,0.013942594,0,0,0,0,0.00304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002156454,0,0,0,0,0,0,0,0,0,0.044504759,0.80506395,0,0,0,0,0,0.001003867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000966686,0,0,0.047888162,0,0,0,0,0,0,0.001041047,0,0,0,0,0,0,0,0,0,0,0.00148721,0,0,0,0,0.004052647,0,0.004052647,0,0,0,0.003160321,0,0,0.020932481,0,0,0,0,0,0,0,0,0.023312017,0,0,0.000594884,0.003234682,0,0,0,0.002453896,0,0.000483343,0,0,0,0
LK16S009-180,0,0,0,0.010312025,0,0,0,0.007700711,0,0,0,0,0.007354313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08494764,0.509259506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002691252,0,0.00074609,0,0,0,0,0.005728903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367449173,0,0,0,0.001039196,0,0,0,0.002025101,0,0,0,0,0,0
LK16S009-185,0,0,0,0.426108374,0,0,0,0.131157635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093596059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100985222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026477833,0,0,0.162561576,0,0,0,0,0,0,0,0,0,0
LK16S009-186,0,0,0,0.297717842,0,0,0,0.161825726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015560166,0,0,0,0,0,0,0,0,0,0,0.007261411,0,0,0.037344398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023858921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347510373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014522822,0.09439834,0,0,0,0,0,0,0,0,0,0
LK16S009-187,0,0,0,0.395348837,0,0,0,0.259534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027906977,0,0,0,0,0,0,0,0,0,0,0,0,0.026046512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037209302,0.015813953,0,0,0,0,0,0,0,0,0,0
