SampleID,Eubacterium_nodatum_group,0319-6G20,Abiotrophia,Acinetobacter,Actinomyces,Aerococcus,Aeromonas,Afipia,Agathobacter,Alkanindiges,Alloprevotella,Amaricoccus,Anaerococcus,Anoxybacillus,Atopobium,Aureimonas,Auricoccus-Abyssicoccus,Azospirillum,Bacillus,Bacteroides,Bifidobacterium,Blastococcus,Blautia,Bosea,Brachybacterium,Brevibacillus,Brevibacterium,Brevundimonas,Brochothrix,Burkholderia-Caballeronia-Paraburkholderia,Campylobacter,Capnocytophaga,Caulobacter,Clostridium_sensu_stricto_1,Collinsella,Comamonas,Corynebacterium,Cutibacterium,Deinococcus,Delftia,Denitratisoma,Dermabacter,Dermacoccus,Dietzia,Dolosigranulum,Dorea,DSSD61,Enterobacter,Enterococcus,Eremococcus,Escherichia-Shigella,Ezakiella,Facklamia,Faecalibacterium,Fastidiosipila,Fenollaria,Finegoldia,Fusicatenibacter,Fusobacterium,Gardnerella,Gemella,Gordonia,Granulicatella,Haematobacter,Haemophilus,Helcococcus,Intestinibacter,Janthinobacterium,Jeotgalicoccus,JG30-KF-CM45,KD4-96,Klebsiella,Klenkia,Kocuria,Kytococcus,Lachnoanaerobaculum,Lactobacillus,Lactococcus,Lautropia,Lawsonella,Leptotrichia,Leuconostoc,Luteimonas,Macrococcus,Marmoricola,Massilia,Meiothermus,Methylobacterium-Methylorubrum,Methylocella,Methylophilus,Microbacterium,Micrococcus,Millisia,Mobilicoccus,Moraxella,Murdochiella,Muricoccus,Mycobacterium,Mycoplasma,Negativicoccus,Neisseria,Nesterenkonia,Oribacterium,Ornithinimicrobium,Ottowia,Pantoea,Paracoccus,Pedobacter,Pelomonas,Peptoniphilus,Peptostreptococcus,Phreatobacter,Porphyromonas,Prevotella,Pseudoclavibacter,Pseudoglutamicibacter,Pseudomonas,Pseudorhodoplanes,Pseudoxanthomonas,Puia,Raoultella,Rhodococcus,Romboutsia,Roseomonas,Rothia,Ruminococcus,S5-A14a,Saccharimonadales,Selenomonas,Serratia,Skermanella,Sphingobacterium,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Terrisporobacter,Turicibacter,uncultured,Varibaculum,Veillonella,Weissella,WPS-2,Xanthomonas,Yimella
LK16S011-134,0,0,0,0.095546559,0,0.007287449,0,0,0,0,0,0,0.024291498,0,0,0,0,0,0.12388664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136032389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003238866,0,0,0,0.036437247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07611336,0,0,0,0,0,0,0,0,0,0,0,0,0.008906883,0,0,0,0,0,0,0,0,0,0,0,0,0.263157895,0,0,0.028340081,0.007287449,0,0,0,0,0,0,0,0,0,0
LK16S011-135,0,0,0,0.029833047,0,0,0,0,0,0,0,0.001404275,0.339772195,0,0,0,0,0,0.007614292,0,0,0,0,0,0,0,0.000249649,0.00209081,0,0,0,0,0,0,0,0,0.001591512,0.010298018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000624122,0,0,0,0,0,0,0,0.000655328,0,0,0,0,0,0,0,0,0.00265252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842565,0,0,0,0.003807146,0,0,0,0,0,0,0,0,0.00056171,0,0,0,0,0,0.002215634,0,0,0.001809955,0,0,0,0,0,0,0,0,0,0,0.00040568,0,0,0,0.000624122,0,0,0,0,0,0,0,0.587923233,0.003026993,0,0.001997191,0,0,0,0,0,0,0,0,0,0,0
LK16S011-136,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516055046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006880734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032110092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01146789,0,0,0.050458716,0.133027523,0,0,0,0,0,0,0,0,0,0
LK16S011-137,0,0,0,0.030412744,0,0,0,0,0,0,0,0,0.000965484,0,0,0,0,0,0.181269611,0,0,0,0,0,0,0,0.008689356,0,0,0,0,0,0,0,0,0,0.01955105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013758146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003379194,0,0,0,0.302196476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020999276,0,0,0,0,0,0,0,0,0,0.000724113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229061067,0,0,0.188993483,0,0,0,0,0,0,0,0,0,0,0
LK16S011-138,0,0,0,0.033050047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269121813,0,0,0,0,0,0,0.004721435,0,0.029272899,0,0,0,0,0,0,0,0,0,0.003777148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035882908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162417375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008498584,0,0,0,0,0,0,0,0.013220019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409820585,0,0,0.030217186,0,0,0,0,0,0,0,0,0,0,0
LK16S011-139,0,0,0,0.038438438,0,0,0,0,0,0,0,0,0,0,0,0.002402402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272672673,0,0,0.002402402,0.014414414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074474474,0,0,0,0,0,0,0,0,0,0.546546547,0,0,0,0.013813814,0,0,0.012612613,0,0,0,0,0,0,0
LK16S011-140,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085245902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00942623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.880327869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-141,0,0,0,0.184423676,0,0,0,0,0,0,0,0,0.101557632,0,0,0,0,0,0.335825545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047975078,0.008722741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290342679,0,0,0.031152648,0,0,0,0,0,0,0,0,0,0,0
LK16S011-142,0,0,0,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702586207,0,0,0,0,0,0,0,0,0,0,0,0,0.014367816,0,0,0,0,0.050287356,0.030172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040229885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010057471,0,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0
LK16S011-143,0,0,0,0.097959184,0,0,0,0,0,0,0,0,0.10952381,0,0,0,0,0.004761905,0.160544218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567346939,0,0,0,0,0,0,0,0,0,0.002721088,0,0,0,0
LK16S011-144,0,0,0,0.052493438,0.005774278,0,0,0,0,0,0,0,0,0,0,0,0,0.014173228,0.141732283,0,0,0,0,0,0,0.022572178,0.017847769,0,0,0,0,0,0,0,0,0,0.037795276,0.002624672,0.05511811,0,0,0,0,0.006824147,0,0,0,0,0,0,0.00839895,0,0,0,0,0,0.034120735,0,0.020472441,0,0,0,0,0,0.014698163,0,0,0,0,0,0,0,0,0,0.018897638,0,0,0.088188976,0,0,0,0,0,0,0,0,0,0,0,0.017322835,0,0.035170604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030971129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142257218,0,0,0.227821522,0.004724409,0,0,0,0,0,0,0,0,0,0
LK16S011-145,0,0,0,0.021158899,0,0,0,0,0,0,0,0,0.033467017,0,0,0,0,0,0.011478357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035956299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003042456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887567418,0.003319043,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-146,0,0,0,0.023173897,0.025583982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034853541,0,0,0,0,0,0,0,0.007044865,0.007786429,0,0,0,0,0,0,0,0,0.010381906,0.005005562,0,0,0,0,0,0.001853912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025769373,0,0,0,0.034297367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005932518,0,0,0,0,0,0,0,0,0,0,0.008713385,0,0,0,0,0,0,0.002224694,0,0.019095291,0,0,0,0,0,0,0,0,0,0,0,0,0.013533556,0,0,0.006117909,0,0,0,0,0,0,0,0.019466073,0,0,0,0.007230256,0,0,0,0.041156841,0,0,0.500185391,0.007415647,0,0,0,0,0,0.16240267,0,0,0.030774935,0
LK16S011-147,0,0,0,0.004856284,0,0,0,0,0,0,0,0,0.020851671,0,0,0,0,0,0.003551158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000637387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967098674,0,0,0.000789146,0,0,0,0,0,0,0,0,0,0,0
LK16S011-148,0,0,0,0.014354067,0,0.005263158,0,0,0,0,0,0,0.073205742,0,0,0,0,0,0.053588517,0.003827751,0,0,0,0,0,0,0.00430622,0,0,0,0,0.001435407,0,0,0,0,0.048803828,0.081818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010526316,0.116267943,0,0,0,0.009090909,0,0,0,0,0,0,0,0,0,0,0,0,0.010047847,0,0,0,0,0,0.012440191,0,0,0,0,0,0,0,0,0,0,0,0.008133971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032057416,0,0,0,0,0,0,0.054545455,0,0,0,0.010047847,0,0,0,0,0,0,0,0,0,0,0,0.355502392,0,0,0.06937799,0,0,0,0,0.005263158,0,0,0,0,0.020095694,0
LK16S011-149,0,0,0,0.00073188,0,0.000388811,0,0,0,0,0,0,0.003476431,0,0,0,0,0,0.001189305,0,0,0,0,0,0.000823365,0,0,0,0,0,0,0,0,0,0,0,0.051414587,0.362921117,0,0,0,0,0,0.000160099,0,0,0,0,0,0,0.000251584,0,0,0,0,0,0.00073188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001074949,0,0,0.001783958,0,0.002127027,0,0,0,0,0,0,0,0,0,0,0,0.012830776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5582874,0,0,0.001418018,0,0,0,0,0.000388811,0,0,0,0,0,0
LK16S011-150,0,0,0,0.019151847,0.000940492,0,0,0,0,0,0,0,0.000968992,0,0,0,0,0,0.002564979,0,0,0,0.000398997,0,0.008920429,0,0.001139991,0.001396489,0,0,0,0,0,0,0,0,0.19502394,0.468222754,0,0,0,0,0,0.008549932,0.000370497,0,0,0,0,0,0.000598495,0,0.000227998,0,0,0.000683995,0.004816461,0,0,0,0,0,0,0,0.000170999,0,0,0,0,0,0,0,0,0.001054492,0.005072959,0,0.000113999,0,0,0.015845873,0,0,0,0,0,0,0,0,0,0,0,0.097127223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000626995,0,0,0,0,0,0,0,0,0,0.155067259,0,0,0.006896945,0.000313497,0,0,0,0,0,0,0,0,0,0
LK16S011-151,0,0,0,0.004374021,0,0,0,0,0,0,0,0,0.098934577,0,0,0,0,0,0.00330179,0,0,0,0,0,0.002348696,0,0.000153176,0.001242426,0,0,0,0,0,0,0,0,0.024388999,0.41665532,0,0,0,0,0,0.001140309,0,0,5.10586E-05,0,0,0.000102117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001735993,0.001276465,0,0,0,0.000289332,0.008220437,0,0,0,0,0,0,0,0,0,0,0,0.031145755,0,0,0,0,0,0,0.000153176,0,0,0,0,0,0,0,0.00959902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136156,0,0,0,0,0,0,0,0,0,0,0.394563959,0,0,0.000187215,0,0,0,0,0,0,0,0,0,0,0
LK16S011-152,0,0,0,0.006074014,0.000442478,8.04505E-05,0,0,0,0,0,0,0.010740145,0,0,0,0,0.000683829,0.004022526,0.000442478,0.000201126,0,0.000744167,0,0.000281577,0.000201126,0.001387772,0.000281577,0,0,0,0,0,0.000442478,0.002111826,0,0.055651649,0.856476267,0,0,0,0.000181014,0,0.000241352,0,0.002353178,0,0,0,0,0,0,0,0,0,0,0.002715205,0.001025744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482703,0.001246983,0,0,0,0,0.006617056,0,0,0,0,0,0,0,0,0,0,0,0.016532582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02584473,0,0,0.001810137,0,0,0,0,0.000683829,0,0,0,0,0,0
LK16S011-153,0,0,0,0.091594828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161637931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114224138,0,0,0,0,0,0,0,0,0,0,0,0,0.010237069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008081897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008081897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606142241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-154,0,0,0,0.355555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-155,0,0,0,0.005015926,0,0,0,0,0,0,0,0,0.013743636,0,0,0,0,0,0.0054172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200637,0.002207007,0,0,0,0,0,0,0,0,0,0,0,0,0.002984476,0,0,0,0,0,0.002357485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000827628,0,0,0,0,0,0,0,0,0,0.000351115,0,0.000953026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001003185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963534221,0,0,0,0.000200637,0,0,0,0.001203822,0,0,0,0,0,0
LK16S011-156,0,0,0,0.067944251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235191638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052264808,0.336236934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139372822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017421603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024390244,0,0,0.026132404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06097561,0,0,0.040069686,0,0,0,0,0,0,0,0,0,0,0
LK16S011-157,0,0,0,0.000607195,0,0,0,0,0,0,0,0,0.001113191,0,0,0,0,0,0.009841623,0,0,0,0,0,0.000151799,0,0,0,0,0,0,0,0,0,0,0,0.04746243,0.75770379,0,0,0,0,0,0,0,0,0,0,0,0,0.000505996,0,0,0,0,0,0,0,0,0,0.000101199,0,0,0,0,0,0,0,0,0,0,0,0,0.000202398,0.001492688,0,0,0,0,0.006679148,0,7.58994E-05,0,0,0,0,0,0,0,0,0,0.004655164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169407479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-158,0,0,0,0.008581544,0.000731163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022165782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060917417,0.721619333,0,0,0,0,0,0.001924113,0,0,0,0,0,0,0.00273224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423305,0.000384823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033364119,0,0,0,0,0,0,0,0,0,0,0.000461787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001308397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144385438,0,0,0.001000539,0,0,0,0,0,0,0,0,0,0,0
LK16S011-159,0,0,0,0.003846797,0,0,0,0,0,0,0,0,0.057367453,0,0,0,0,0,0.00652283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006355578,0.778056531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145174778,0,0,0.000501756,0.001003512,0,0,0,0,0,0,0,0,0,0
LK16S011-160,0,0,0,0.05992268,0,0,0,0,0,0,0,0,0.077963918,0,0,0,0,0.017074742,0.144007732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568298969,0,0,0,0.000966495,0,0,0,0,0,0,0,0,0.009342784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015786082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008698454,0,0,0.001610825,0,0,0,0,0,0,0,0,0,0,0,0,0.010953608,0,0,0,0,0,0,0,0,0,0.045747423,0,0,0.023195876,0,0,0,0,0,0,0.003865979,0.012564433,0,0,0
LK16S011-161,0,0,0,0.000307521,0,0,0,0,0,0,0,0,0.359011321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069557362,0.224528628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269081,0,0,0,0,0.000269081,0,0,0,0,0,0,0,9.61003E-05,0,0,0,0.002191086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005669915,0,0,0,0,0,0,0,0,0,0,0.000211421,0,0,0,0,0,0,0,0,0,0,0,0.337830825,0,0,5.76602E-05,0,0,0,0,0,0,0,0,0,0,0
LK16S011-162,0,0,0,0.000246172,0.000763133,0,0,0,0,0,0,0,0.670498745,0,0,0,0,0,0.000713899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269878391,0.044655605,0,0,0,0.000295406,0,0,0,0,0,0,0,0,0,7.38516E-05,0.006548176,0,0,0.000344641,0.000369258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004234159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105854,0,0,9.84688E-05,0,0,0,0,0,0,0,0,0,0,0
LK16S011-163,0,0,0,0.001131796,0,0,0,0,0,0,0,0,0.110096398,0,0,0,0,0,0.000331733,0,0,0,0,0,0.000234165,0,0,0.000643953,0,0,0,0,0,0,0,0,0.023865277,0.271162627,0,0,0,0,0,0.000409788,0,0,0,0,0,0,0,0,0,0,0,0,0.000136596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068298,0,0,0,0,0.001268392,0,0,0,0,0,0,0,0,0,0,0,0.008020138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001053741,0,0,0.000195137,0,0,0,0,0,0,0.000136596,0,0,0,0.000312219,0,0,0,0,0,0,0,0,0.000234165,0,0,0.580084299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-164,0,0,0,0.016547696,0,0.005191434,0,0,0,0,0,0,0.003893576,0,0,0,0,0.003244646,0.028552888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016872161,0.735885788,0.015249838,0,0,0,0,0.00908501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843608,0,0.006164828,0,0,0,0,0,0,0,0,0,0,0,0.031148605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486697,0,0,0,0,0,0,0,0,0,0,0.001622323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108695652,0,0,0.004542505,0,0,0,0,0,0,0,0,0,0,0
LK16S011-165,0,0,0,0,0,0,0,0,0,0,0,0,0.074305809,0,0,0,0,0,0.000152235,0,0,0,0,0,0.000106564,0,0,0,0,0,0,0,0,0,0,0,0.002481427,0.421736086,0,0,0,0,0,0.000137011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319693,0,0,0,0,0,0.000471928,0,0,0,0,0,0,0,0,0,0,0,0.002481427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000624163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497183656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK16S011-166,0,0,0,0.002927529,0.000298727,0,0,0,0.000179236,0,0,0,0.00555633,0,0,0,0,0,0.000816522,0.000179236,0.000418218,0,0,0,0.003624559,0,0.001155079,0.001374146,0,0,0,0,0,0,0.000238982,0,0.043594288,0.69896242,0.000318643,0,0,0.000756776,0,0.001115249,0.000318643,0,0,0,0,7.96606E-05,0,0,0,0,0,0,0.007149543,0,0,0,7.96606E-05,0,0.000119491,0,0,0,0,0,0,0,0,0,0.000677115,0.002489395,0.009320296,0,0.000697031,0.000517794,0,0.013223667,0,0.000199152,0,0,0,0,0,0.000318643,0,0,0,0.116204967,0,0,0,0,0,0,0,0,0.000199152,0,0,0,0,0,0.002628801,0,0,0.000219067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159321,0,0,0,0,0,0,0,0.082110211,0,0,0.001075419,0,0.000179236,0.000438134,0,7.96606E-05,0,0,0,0,0,0
LK16S011-167,0,0,0,0.014249027,0,0.00024853,0.000331373,0,0,0,0,0.005923287,0.012467898,0,0,0.000621324,0,0,0.014166183,0,0.001076961,0,0,0,0.005591915,0,0.002733825,0.004100737,0,0,0,0,0,0,0,0,0.040261784,0.134164527,0,0,0,0,0.009816917,0.231546682,0,0,0,0,0,0,0,0.000165686,0,0,0,0,0.001366912,0,0,0,0.006793141,0.048173308,0,0,0.002899511,0,0,0,0,0,0,0,0,0.054427968,0.02920222,0,0,0,0.000869853,0.009361279,0,0.051445613,0,0,0,0,0,0,0,0,0.002485295,0.175503272,0,0,0,0,0,0.001739707,0,0,0.002153923,0,0.000911275,0,0,0.000538481,0.05082429,0,0,0.000372794,0,0.000994118,0,0,0,0,0,0,0,0,0,0,0,0,0.002568139,0,0,0,0,0,0,0,0.062132383,0,0,0.016817165,0,0,0,0,0,0,0,0,0.000952697,0,0
LK16S011-168,0,0,0,0.002506737,0,0,0,0,0,0,0,0.009212258,0.002412734,0,0,0.000971361,0,0,0.002256063,0,0,0,0,0,0.01569844,0,0.00676819,0.012659021,0,0,0,0,0,0,0,0,0.024503353,0.007081532,0.000752021,0,0,0,0.009306261,0.286050009,0,0,0,0,0,0,0,0,0,0,0,0,0.000689353,0,0,0,0,0.0416745,0,0,0.001128032,0,0,0,0,0.000626684,0,0,0,0.045873284,0.070658645,0,0,0,0,0.000501347,0,0.044181237,0.000501347,0,0,0,0,0,0,0,0.000877358,0.342263583,0,0,0,0,0,0.003854108,0,0,0.000250674,0,0,0,0.002005389,0.000689353,0.044149903,0,0,0,0,0,0,0.000282008,0,0,0.000250674,0,0,0,0.0011907,0,0,0.001692047,0.000344676,0,0,0,0,0,0,0,0.009901611,0,0,0.002851413,0,0,0,0,0.000156671,0,0.000501347,0,0.000188005,0,0.002538071
