SampleID,CoNS Staphylococcus spp.,OtherTaxa_NotStaph,Staphylococcus aureus,Staphylococcus caprae or S. capitis,Staphylococcus epidermidis,Staphylococcus haemolyticus,Staphylococcus hominis,Staphylococcus lugdunensis,Staphylococcus pasteuri,Staphylococcus pettenkoferi,Staphylococcus warneri
LK16S011-130,0,0.785145587,0,0,0.166628753,0,0.01922202,0,0,0,0.02900364
LK16S011-131,0,0.419713831,0,0,0.488076312,0,0,0.092209857,0,0,0
LK16S011-132,0,0.26384738,0,0,0.73438434,0,0.001768281,0,0,0,0
LK16S011-133,0.007154022,0.33786221,0,0,0.439220873,0,0,0.211494529,0,0.004268366,0
LK16S011-134,0,0.748700173,0,0,0.251299827,0,0,0,0,0,0
LK16S011-135,0.001549554,0.404212257,0,0.011953703,0.284295743,0,0,0.297988742,0,0,0
LK16S011-136,0,0.98853211,0,0.01146789,0,0,0,0,0,0,0
LK16S011-137,0,0.768931093,0,0,0.161918675,0,0,0,0,0,0.069150231
LK16S011-138,0.019047619,0.586666667,0,0,0.328571429,0,0.065714286,0,0,0,0
LK16S011-139,0,0.435483871,0,0,0.524193548,0,0,0.040322581,0,0,0
LK16S011-140,0,0.119672131,0,0,0.880327869,0,0,0,0,0,0
LK16S011-141,0,0.709657321,0,0,0.277258567,0,0,0.013084112,0,0,0
LK16S011-142,0,0.989552239,0,0,0.010447761,0,0,0,0,0,0
LK16S011-143,0,0.429938483,0,0,0.213260424,0,0,0.356801094,0,0,0
LK16S011-144,0.066982409,0.839648173,0,0.068335589,0,0,0.025033829,0,0,0,0
LK16S011-145,0,0.108363434,0,0,0.504584607,0,0,0.387051959,0,0,0
LK16S011-146,0,0.969180328,0,0.01136612,0.019453552,0,0,0,0,0,0
LK16S011-147,0,0.032019929,0,0,0.848619254,0,0,0.119360817,0,0,0
LK16S011-148,0,0.627439724,0,0,0.372560276,0,0,0,0,0,0
LK16S011-149,0.059197065,0.425903714,0,0,0.480773301,0,0.001787436,0.032338484,0,0,0
LK16S011-150,0.007397424,0.83704702,0,0.00296496,0.139742438,0,0.010931417,0,0,0,0.001916742
LK16S011-151,0.063857402,0.598805918,0,0,0.322402007,0,0.012875314,0.002059358,0,0,0
LK16S011-152,0.002181138,0.973307021,0,0.000893228,0.023618612,0,0,0,0,0,0
LK16S011-153,0,0.388919066,0,0,0.326453015,0,0,0.28462792,0,0,0
LK16S011-154,0,0.961111111,0,0.038888889,0,0,0,0,0,0,0
LK16S011-155,0,0.035183325,0,0,0.87503767,0,0,0.089779006,0,0,0
LK16S011-156,0,0.951492537,0,0,0,0.048507463,0,0,0,0,0
LK16S011-157,0.012064414,0.823231257,0.000343189,0,0.145749736,0,0.002402323,0.016209081,0,0,0
LK16S011-158,0,0.846405764,0,0,0.146266579,0,0.007327657,0,0,0,0
LK16S011-159,0.017969147,0.852856416,0,0,0.123410748,0,0,0.005763689,0,0,0
LK16S011-160,0,0.952380952,0,0,0.020120724,0,0.027498323,0,0,0,0
LK16S011-161,0.041618341,0.660229645,0,0,0.231288178,0,0.062475837,0.004388,0,0,0
LK16S011-162,0,0.998703022,0,0,0,0,0.001296978,0,0,0,0
LK16S011-163,0.093003076,0.413761142,0,0,0.430523783,0,0.029679735,0.033032263,0,0,0
LK16S011-164,0,0.890950521,0,0,0.109049479,0,0,0,0,0,0
LK16S011-165,0.014018477,0.499639963,0,0,0.482358168,0,0,0.003983392,0,0,0
LK16S011-166,0.000207689,0.914369977,0,0.001910735,0.080603959,0,0.002907641,0,0,0,0
LK16S011-167,0.004724628,0.933530965,0,0,0.047199963,0,0.014544444,0,0,0,0
LK16S011-168,0,0.990352617,0,0.003798447,0.004000134,0,0.001848802,0,0,0,0
LK16S011-169,0.03560329,0.757373306,0,0,0.186896129,0,0.014038352,0.006088924,0,0,0
LK16S011-170,0,1,0,0,0,0,0,0,0,0,0
LK16S011-171,0.10466056,0.391567888,0,0,0.465190117,0,0,0.038581435,0,0,0
LK16S011-172,0,0.802758621,0,0,0.197241379,0,0,0,0,0,0
LK16S011-173,0,0.513893881,0,0,0.483968599,0,0,0.00213752,0,0,0
LK16S011-174,0,0.948377925,0,0,0.051622075,0,0,0,0,0,0
LK16S011-175,0,0.929723502,0,0,0,0,0.070276498,0,0,0,0
LK16S011-176,0,0.972417523,0,0,0.027582477,0,0,0,0,0,0
LK16S011-177,0.006225241,0.929132868,0,0.01653776,0.028799598,0,0.019304534,0,0,0,0
LK16S011-178,0,0.865591398,0,0.033602151,0,0,0.100806452,0,0,0,0
LK16S011-179,0,0.939058172,0,0,0.047553093,0,0.013388735,0,0,0,0
LK16S011-180,0,1,0,0,0,0,0,0,0,0,0
LK16S011-181,0.010062182,0.928094969,0,0.013340871,0.038609384,0,0.005257207,0.004635387,0,0,0
LK16S011-182,0,0.874547648,0,0,0.068757539,0,0.056694813,0,0,0,0
LK16S011-183,0.022228195,0.830210993,0,0.01604623,0.115656498,0,0.015858084,0,0,0,0
LK16S011-184,0.004229742,0.907390917,0,0.005966162,0.042920748,0,0.03713268,0.002359751,0,0,0
LK16S011-185,0,0.973819742,0,0,0.026180258,0,0,0,0,0,0
LK16S011-186,0,0.973451327,0,0,0,0,0.026548673,0,0,0,0
LK16S011-187,0,1,0,0,0,0,0,0,0,0,0
LK16S011-188,0,0.83411215,0.039719626,0,0.051401869,0,0,0,0,0.074766355,0
LK16S011-189,0,0.985443959,0,0,0.014556041,0,0,0,0,0,0
LK16S011-190,0,0.844559585,0,0,0.094991364,0,0,0,0,0.06044905,0
LK16S011-191,0.054139215,0.83271269,0,0,0.113148095,0,0,0,0,0,0
LK16S011-192,0,0.944333996,0,0,0.055666004,0,0,0,0,0,0
LK16S011-193,0,0.944700461,0,0,0.055299539,0,0,0,0,0,0
LK16S011-194,0,0.896237719,0,0,0.047927151,0,0.055835131,0,0,0,0
LK16S011-195,0,1,0,0,0,0,0,0,0,0,0
LK16S011-196,0,0.877385959,0,0,0.044322226,0,0.078291815,0,0,0,0
LK16S011-197,0,0.891437309,0,0.033639144,0,0,0.074923547,0,0,0,0
LK16S011-198,0,0.829484902,0,0,0.076376554,0,0.094138544,0,0,0,0
LK16S011-199,0,0.972544879,0,0,0,0,0.027455121,0,0,0,0
LK16S011-200,0,0.890824623,0,0,0.075493612,0,0.033681765,0,0,0,0
LK16S011-201,0,0.958671587,0,0,0.041328413,0,0,0,0,0,0
LK16S011-202,0,0.773674589,0,0,0.165265082,0,0.061060329,0,0,0,0
LK16S011-203,0,1,0,0,0,0,0,0,0,0,0
LK16S011-204,0,0.94005102,0,0,0.05994898,0,0,0,0,0,0
LK16S011-205,0,0.950911641,0,0,0.049088359,0,0,0,0,0,0
LK16S011-206,0,1,0,0,0,0,0,0,0,0,0
LK16S011-207,0,0.943095073,0.022206801,0,0.034698126,0,0,0,0,0,0
LK16S011-208,0,0.980823864,0,0,0,0,0.019176136,0,0,0,0
LK16S011-209,0,0.767674405,0,0,0.109233378,0.000935618,0.122156599,0,0,0,0
LK16S011-210,0,0.98315349,0,0,0.007465316,0,0.009381194,0,0,0,0
LK16S011-211,0,0.961149093,0,0,0.033164607,0,0.0056863,0,0,0,0
LK16S011-212,0,0.976954733,0,0,0.023045267,0,0,0,0,0,0
LK16S011-213,0,0.951898488,0,0.002816172,0.038552423,0,0.006732917,0,0,0,0
LK16S011-214,0.049151028,0.908847185,0,0,0.042001787,0,0,0,0,0,0
LK16S011-215,0.002939981,0.958496231,0.001438714,0,0.032089576,0,0.005035499,0,0,0,0
LK16S011-216,0,0.973941368,0,0,0.026058632,0,0,0,0,0,0
LK16S011-217,0,0.749714286,0,0,0.149714286,0,0.100571429,0,0,0,0
LK16S011-218,0,0.942470501,0,0,0.013686011,0,0.043053911,0,0,0,0.000789578
LK16S011-219,0,0.914772727,0,0,0.085227273,0,0,0,0,0,0
LK16S011-220,0,1,0,0,0,0,0,0,0,0,0
LK16S011-221,0,1,0,0,0,0,0,0,0,0,0
LK16S011-222,0,1,0,0,0,0,0,0,0,0,0
LK16S011-223,0.009195402,0.979770115,0,0,0.011034483,0,0,0,0,0,0
LK16S011-224,0,1,0,0,0,0,0,0,0,0,0
LK16S011-225,0.002407287,0.855139883,0,0,0.0870527,0.00432661,0.05107352,0,0,0,0
LK16S011-226,0,0.843354034,0,0,0.094377454,0.003313932,0.05895458,0,0,0,0
LK16S011-227,0,0.382208425,0,0,0.612945013,0,0.002590789,0.002255773,0,0,0
LK16S011-228,0.000818901,0.73343241,0,0,0.210184708,0.001334506,0.043978041,0.010251433,0,0,0
LK16S011-229,0,0.743595745,0,0.003719019,0.249122259,0,0.003562976,0,0,0,0
LK16S011-230,0,0.850013273,0,0,0.094770374,0,0.055216353,0,0,0,0
LK16S011-231,0,0.947087476,0,0,0.047463357,0,0.005449167,0,0,0,0
LK16S011-232,0,0.88125,0,0,0.060714286,0,0.058035714,0,0,0,0
LK16S011-233,0,0.821617229,0,0,0.135310849,0,0.043071922,0,0,0,0
LK16S011-234,0,0.796407186,0,0,0.137350299,0,0.066242515,0,0,0,0
LK16S011-235,0,0.205011186,0,0,0.791275168,0,0.003713647,0,0,0,0
LK16S011-236,0,0.671929159,0,0,0.265351044,0.000809614,0.050727388,0.011182796,0,0,0
LK16S011-237,0,0.957874763,0,0,0.042125237,0,0,0,0,0,0
LK16S011-238,0,0.882403433,0,0,0.117596567,0,0,0,0,0,0
LK16S011-239,0,0.90760673,0,0,0.088466771,0,0.003926499,0,0,0,0
LK16S011-240,0,0.876315789,0,0,0.080263158,0,0.043421053,0,0,0,0
LK16S011-241,0,0.853345693,0,0.004419246,0.137190653,0,0.005044408,0,0,0,0
LK16S011-242,0.055674518,0.682012848,0,0.104925054,0.128479657,0,0,0.028907923,0,0,0
LK16S011-243,0,0.46178331,0,0,0.44637499,0,0.0918417,0,0,0,0
LK16S011-244,0.057847534,0.692825112,0,0.024663677,0.190134529,0.009865471,0.024663677,0,0,0,0
LK16S011-245,0,0.976931567,0,0,0.023068433,0,0,0,0,0,0
LK16S011-246,0.049381867,0.830592445,0,0.049014886,0.060689465,0.000802771,0.00552765,0.003990917,0,0,0
LK16S011-247,0,0.783874046,0,0,0.211593511,0,0.004532443,0,0,0,0
LK16S011-248,0.079034942,0.784941764,0,0,0.114808652,0.021214642,0,0,0,0,0
LK16S011-249,0,0.659672606,0,0,0.340327394,0,0,0,0,0,0
LK16S011-250,0,0.944047619,0,0,0.055952381,0,0,0,0,0,0
LK16S011-251,0,0.154462392,0,0,0.797549546,0,0.047988062,0,0,0,0
LK16S011-252,0.09039548,0.693301049,0,0,0.216303471,0,0,0,0,0,0
LK16S011-253,0,0.977723665,0,0,0.018398268,0,0.003878066,0,0,0,0
LK16S011-254,0.008616188,0.757963446,0,0.070234987,0.086422977,0.009660574,0,0,0,0,0.067101828
LK16S011-255,0,0.898691797,0,0,0.101308203,0,0,0,0,0,0
LK16S011-256,0.047932894,0.851408029,0,0,0.018573996,0.035350509,0.016177352,0.009586579,0,0.020970641,0
LK16S011-257,0,0.996293729,0,0,0.003706271,0,0,0,0,0,0
LK16S011-258,0,0.48,0,0.175584416,0.336623377,0,0,0,0,0,0.007792208
LK16S011-259,0,0.907773806,0,0.005488895,0.072025785,0.001978555,0.010052336,0.001627521,0,0,0.001053102
LK16S011-260,0.013003096,0.542414861,0,0.091021672,0.308359133,0,0,0.045201238,0,0,0
LK16S011-261,0,0.291675686,0,0,0.429949251,0,0.277869976,0,0,0,0.000505087
LK16S011-262,0.12547401,0.671069264,0,0.009002967,0.162930479,0.025151554,0.006371727,0,0,0,0
LK16S011-263,0.000377045,0.867694744,0,0.014855592,0.090641731,0,0.023112887,0,0,0.003318,0
LK16S011-264,0,0.90458944,0,0.006819082,0.065276442,0,0.009591987,0,0,0.013723049,0
LK16S011-265,0,0.993817909,0,0,0.001391639,0,0,0,0,0.004790451,0
LK16S011-266,0,0.822164948,0,0.177835052,0,0,0,0,0,0,0
LK16S011-267,0,0.862410072,0,0,0.137589928,0,0,0,0,0,0
LK16S011-268,0,0.823529412,0,0.108071135,0,0,0.068399453,0,0,0,0
LK16S011-269,0.000799587,0.124868818,0,0,0.479252386,0.00068298,0.394396229,0,0,0,0
LK16S011-270,0,0.660816619,0,0.021848138,0.223495702,0.070558739,0.023280802,0,0,0,0
LK16S011-271,0,0.826492537,0,0,0.096393035,0,0.042288557,0,0,0.034825871,0
LK16S011-272,0,0.883534137,0,0,0.116465863,0,0,0,0,0,0
LK16S011-273,0,0.987747608,0,0,0.012252392,0,0,0,0,0,0
LK16S011-274,0,0.986825193,0,0,0.013174807,0,0,0,0,0,0
LK16S011-275,0.002628614,0.986481412,0,0.001809306,0.007715154,0,0,0,0,0.000341378,0.001024135
LK16S011-276,0,0.888198758,0,0,0,0,0.111801242,0,0,0,0
LK16S011-277,0,0.989642641,0,0,0.009903089,0,0.00045427,0,0,0,0
LK16S011-278,0,1,0,0,0,0,0,0,0,0,0
LK16S011-279,0.000831716,0.922888035,0,0.010297438,0.060952909,0,0.005029902,0,0,0,0
LK16S011-280,0,0.942275297,0,0.007112642,0.045932692,0,0.002246097,0,0,0,0.002433272
LK16S011-281,0,0.98404641,0,0,0.01595359,0,0,0,0,0,0
LK16S011-282,0,0.985257985,0,0,0.014742015,0,0,0,0,0,0
LK16S011-283,0,1,0,0,0,0,0,0,0,0,0
LK16S011-284,0,1,0,0,0,0,0,0,0,0,0
LK16S011-285,0,0.843013226,0,0,0.100345026,0,0.056641748,0,0,0,0
LK16S011-286,0,0.906693712,0,0,0.093306288,0,0,0,0,0,0
LK16S011-287,0,0.97752809,0,0,0.02247191,0,0,0,0,0,0
LK16S011-288,0.002904966,0.91596348,0,0.015251072,0.058963895,0,0.006916586,0,0,0,0
LK16S011-289,0.005955335,0.808105873,0,0.041191067,0.029445823,0.012076096,0.075599669,0,0,0.027626137,0
LK16S011-290,0,0.86873706,0.009937888,0.010600414,0.003229814,0.00563147,0.101863354,0,0,0,0
LK16S011-291,0.023044397,0.872938689,0,0.029386892,0.03192389,0.009725159,0.032980973,0,0,0,0
LK16S011-292,0,0.974747475,0.025252525,0,0,0,0,0,0,0,0
LK16S011-293,0,0.812732754,0,0,0,0,0.187267246,0,0,0,0
LK16S011-294,0,1,0,0,0,0,0,0,0,0,0
LK16S011-295,0,0.962950431,0,0,0.017255963,0,0.007612925,0,0,0,0.01218068
LK16S011-296,0,0.990359659,0,0,0,0.009640341,0,0,0,0,0
LK16S011-297,0,0.895296392,0,0,0.015141753,0,0.089561856,0,0,0,0
LK16S011-298,0,0.98488949,0,0,0,0,0.01511051,0,0,0,0
LK16S011-299,0.019166106,0.861466039,0,0,0.039677202,0,0.079690652,0,0,0,0
LK16S011-300,0,0.989820156,0,0,0,0,0.010179844,0,0,0,0
LK16S011-301,0,0.985644258,0,0,0.014355742,0,0,0,0,0,0
LK16S011-302,0,0.975605681,0,0,0.024394319,0,0,0,0,0,0
LK16S011-303,0.010566858,0.983112779,0,0,0.006320363,0,0,0,0,0,0
LK16S011-304,0,1,0,0,0,0,0,0,0,0,0
LK16S011-305,0,0.480546215,0,0.104501802,0.330663115,0,0,0.084288868,0,0,0
LK16S011-306,0.004345236,0.933349686,0,0.017118127,0.029943582,0,0.015243368,0,0,0,0
LK16S011-307,0.001078493,0.586854238,0,0.109555922,0.269658793,0,0.001351079,0.031181483,0,0,0.000319992
LK16S011-308,0,0.991577081,0,0.00576305,0,0.002659869,0,0,0,0,0
LK16S011-309,0.001309209,0.491319117,0,0.092352331,0.310459521,0,0.003314305,0.100903472,0,0,0.000342046
LK16S011-310,0,0.983169031,0,0,0.008655927,0,0.008175042,0,0,0,0
LK16S011-311,0,0.584578663,0,0.078767123,0.245991594,0,0.005980178,0.084682441,0,0,0
LK16S011-312,0,0.516959219,0,0.012142009,0.005543091,0.007786723,0,0.457568959,0,0,0
LK16S011-313,0.003787054,0.312280702,0,0.20139141,0.31968542,0,0,0.162855414,0,0,0
LK16S011-314,0,0.991544759,0,0.008455241,0,0,0,0,0,0,0
LK16S011-315,0,0.407923756,0,0.206206679,0.318289225,0,0,0.06758034,0,0,0
LK16S011-316,0,1,0,0,0,0,0,0,0,0,0
LK16S011-317,0.003401092,0.572253421,0,0.051174563,0.24258483,0,0,0.130586095,0,0,0
LK16S011-318,0,1,0,0,0,0,0,0,0,0,0
LK16S011-319,0,0.653477921,0,0.055295037,0.153380227,0,0.009183275,0.12866354,0,0,0
LK16S011-320,0,0.974666467,0,0,0.025333533,0,0,0,0,0,0
LK16S011-321,0,0.60118245,0,0.046883103,0.24126128,0,0.037859143,0.069702313,0,0,0.00311171
LK16S011-322,0.00278778,0.746776629,0.005343245,0.121152282,0.109420374,0,0,0.014519689,0,0,0
LK16S011-323,0.004746258,0.790147603,0,0.042272988,0.087857925,0.005450373,0.06720388,0.002320972,0,0,0
LK16S011-324,0,0.668811117,0.063046835,0,0.206896552,0,0.043232115,0,0,0,0.018013381
LK16S011-325,0,0.899746193,0.022525381,0,0.071383249,0.006345178,0,0,0,0,0
LK16S011-326,0,0.907648591,0,0,0.072933933,0,0.019417476,0,0,0,0
LK16S011-327,0,0.955004591,0,0,0.033670034,0,0.011325375,0,0,0,0
LK16S011-328,0,0.9962239,0,0,0.0037761,0,0,0,0,0,0
LK16S011-329,0,0.893953869,0,0,0.06796779,0,0,0.03807834,0,0,0
LK16S011-330,0,0.583883293,0,0.104029177,0.294720389,0,0.017367141,0,0,0,0
LK16S011-331,0,0.963102725,0.036897275,0,0,0,0,0,0,0,0
LK16S011-332,0,0.861337106,0,0,0.095861337,0,0.042801556,0,0,0,0
LK16S011-333,0,0.664407989,0,0,0.335592011,0,0,0,0,0,0
LK16S011-334,0,0.961751384,0,0,0,0,0,0.038248616,0,0,0
LK16S011-335,0,0.787102473,0.178886926,0,0.034010601,0,0,0,0,0,0
LK16S011-336,0,1,0,0,0,0,0,0,0,0,0
LK16S011-337,0,0.234286984,0,0,0.73113724,0,0.034575776,0,0,0,0
LK16S011-338,0,0.966080915,0,0.033919085,0,0,0,0,0,0,0
LK16S011-339,0,0.891216761,0.002417405,0,0.076752619,0,0.013900081,0,0,0,0.015713135
LK16S011-340,0,0.584918033,0,0,0.415081967,0,0,0,0,0,0
LK16S011-342,0.102019129,0.798441374,0,0.016294722,0.083244775,0,0,0,0,0,0
LK16S011-343,0.031084378,0.421658114,0,0.092979726,0.389017414,0.001177757,0.060843779,0.003238832,0,0,0
LK16S011-344,0.007291139,0.797670886,0,0.040810127,0.067746835,0,0.086481013,0,0,0,0
LK16S011-345,0,0.135472884,0,0,0.864527116,0,0,0,0,0,0
LK16S011-346,0,0.929743737,0,0,0.070256263,0,0,0,0,0,0
LK16S011-347,0,0.980552179,0,0.007813857,0.011633964,0,0,0,0,0,0
LK16S011-348,0,0.563385604,0,0,0.262610996,0,0.174003401,0,0,0,0
LK16S011-350,0.072891853,0.739399714,0,0,0.151977132,0,0.035731301,0,0,0,0
LK16S011-351,0.019784525,0.738883448,0,0.053476983,0.166699314,0,0.02115573,0,0,0,0
LK16S011-352,0,0.997250103,0,0,0.002749897,0,0,0,0,0,0
LK16S011-353,0.019480519,0.911157025,0,0,0.069362456,0,0,0,0,0,0
LK16S011-354,0,0.936950746,0,0.01338647,0.019108931,0,0.030553852,0,0,0,0
LK16S011-355,0,0.966262976,0,0,0.033737024,0,0,0,0,0,0
LK16S011-356,0,0.87372134,0,0.042680776,0.036155203,0,0.045149912,0,0,0,0.002292769
LK16S011-357,0,1,0,0,0,0,0,0,0,0,0
LK16S011-358,0.070465362,0.581570598,0,0.109994712,0.204918033,0,0.033051296,0,0,0,0
LK16S011-359,0.002834983,0.447839243,0,0.059490584,0.487058962,0.002776227,0,0,0,0,0
LK16S011-361,0,0.998851997,0,0,0.001148003,0,0,0,0,0,0
LK16S011-362,0,0.908985025,0,0,0.016306156,0.032612313,0.042096506,0,0,0,0
LK16S011-363,0,1,0,0,0,0,0,0,0,0,0
LK16S011-364,0,0.97404335,0,0,0.02595665,0,0,0,0,0,0
LK16S011-365,0,0.906552494,0.000372301,0,0.004095309,0,0.07706627,0,0,0.011913626,0
LK16S011-366,0.047215496,0.698950767,0,0.097255851,0.095641646,0,0.060936239,0,0,0,0
LK16S011-367,0.001355724,0.468095719,0,0.064422474,0.465243583,0.0008825,0,0,0,0,0
