WellPosition,MiniGroup,SampleName,Subject,BodySite,Live.v.HeatKilled,Concentration,Group,PMAXX,PmaxxGroup,CT,CtMean,CtSD,Quantity,QuantityMean,QuantitySD,pSampleName,PmaxxGroup,pCT,pCtMean,pCtSD,pQuantity,pQuantityMean,pQuantitySD,DeltaCT,TotalBact,TotalMtanBac,ViableBact,ViableMeanBac,PercentLive,MeanPercent
F16,3FK,3FK,3,Forearm,Heatkilled,10,ForearmHeatkilled10,Untreated,ForearmHeatkilled10Untreated,25.1211853,25.081558,0.0356844,0.445086646,0.459542824,0.008789079,3FKp,ForearmHeatkilled10PMAxx,27.84348869,27.817503,0.029469881,0.049524834,0.050573826,0.006055123,2.735945,1335.259938,1378.628472,148.574502,151.721478,0.111270096,0.110052477
F17,3FK,3FK,3,Forearm,Heatkilled,10,ForearmHeatkilled10,Untreated,ForearmHeatkilled10Untreated,25.07152176,25.081558,0.0356844,0.463278002,0.459542824,0.008789079,3FKp,ForearmHeatkilled10PMAxx,27.78548241,27.817503,0.029469881,0.051897042,0.050573826,0.006055123,2.735945,1389.834006,1378.628472,155.691126,151.721478,0.112021382,0.110052477
F18,3FK,3FK,3,Forearm,Heatkilled,10,ForearmHeatkilled10,Untreated,ForearmHeatkilled10Untreated,25.05196571,25.081558,0.0356844,0.470643594,0.459542824,0.008789079,3FKp,ForearmHeatkilled10PMAxx,27.82353401,27.817503,0.029469881,0.050328403,0.050573826,0.006055123,2.735945,1411.930782,1378.628472,150.985209,151.721478,0.106935277,0.110052477
E16,3U,3U,3,Umbillicus,Live,10,UmbillicusLive10,Untreated,UmbillicusLive10Untreated,25.68108177,25.680395,0.08447762,0.283343404,0.283500405,0.019344253,3Up,UmbillicusLive10PMAxx,25.7814579,25.749174,0.028511226,0.261307214,0.268201025,0.006134405,0.068779,850.030212,850.501215,783.921642,804.603075,0.922227976,0.94603401
E17,3U,3U,3,Umbillicus,Live,10,UmbillicusLive10,Untreated,UmbillicusLive10Untreated,25.59557343,25.680395,0.08447762,0.303575444,0.283500405,0.019344253,3Up,UmbillicusLive10PMAxx,25.72744942,25.749174,0.028511226,0.27294211,0.268201025,0.006134405,0.068779,910.726332,850.501215,818.82633,804.603075,0.899091529,0.94603401
E18,3U,3U,3,Umbillicus,Live,10,UmbillicusLive10,Untreated,UmbillicusLive10Untreated,25.76452446,25.680395,0.08447762,0.264900742,0.283500405,0.019344253,3Up,UmbillicusLive10PMAxx,25.73861122,25.749174,0.028511226,0.270495827,0.268201025,0.006134405,0.068779,794.702226,850.501215,811.487481,804.603075,1.02112144,0.94603401
H16,3UK,3UK,3,Umbillicus,Heatkilled,10,UmbillicusHeatkilled10,Untreated,UmbillicusHeatkilled10Untreated,25.56894569,25.598235,0.1246855,0.310166094,0.302924424,0.02554306,3UKp,UmbillicusHeatkilled10PMAxx,28.56684036,28.576062,0.017324835,0.027633335,0.027428557,0.003369844,2.977827,930.498282,908.773272,82.900005,82.285671,0.089092056,0.090545875
H17,3UK,3UK,3,Umbillicus,Heatkilled,10,UmbillicusHeatkilled10,Untreated,UmbillicusHeatkilled10Untreated,25.73495941,25.598235,0.1246855,0.271293755,0.302924424,0.02554306,3UKp,UmbillicusHeatkilled10PMAxx,28.59604759,28.576062,0.017324835,0.026989946,0.027428557,0.003369844,2.977827,813.881265,908.773272,80.969838,82.285671,0.099486057,0.090545875
H18,3UK,3UK,3,Umbillicus,Heatkilled,10,UmbillicusHeatkilled10,Untreated,UmbillicusHeatkilled10Untreated,25.89080353,25.598235,0.1246855,0.23924765,0.302924424,0.02554306,3UKp,UmbillicusHeatkilled10PMAxx,28.56529922,28.576062,0.017324835,0.027667706,0.027428557,0.003369844,2.977827,717.74295,908.773272,83.003118,82.285671,0.11564463,0.090545875
J16,4B,4B,4,Back,Live,10,BackLive10,Untreated,BackLive10Untreated,21.89538055,22.029034,0.16783999,6.004023373,5.390432824,0.91118455,4Bp,BackLive10PMAxx,22.3062706,22.240515,0.107755326,4.310302937,4.545084359,0.40540656,0.211481,18012.07012,16171.29847,12930.90881,13635.25308,0.717902425,0.843176143
J17,4B,4B,4,Back,Live,10,BackLive10,Untreated,BackLive10Untreated,21.91352463,22.029034,0.16783999,5.916794888,5.390432824,0.91118455,4Bp,BackLive10PMAxx,22.11615944,22.240515,0.107755326,5.024624827,4.545084359,0.40540656,0.211481,17750.38466,16171.29847,15073.87448,13635.25308,0.849213962,0.843176143
J18,4B,4B,4,Back,Live,10,BackLive10,Untreated,BackLive10Untreated,22.1882,22.029034,0.16783999,4.740977215,5.390432824,0.91118455,4Bp,BackLive10PMAxx,22.29911804,22.240515,0.107755326,4.335241862,4.545084359,0.40540656,0.211481,14222.93165,16171.29847,13005.72559,13635.25308,0.914419468,0.843176143
M16,4BK,4BK,4,Back,Heatkilled,10,BackHeatkilled10,Untreated,BackHeatkilled10Untreated,21.62555313,21.605246,0.070489,7.463848014,7.587109732,0.43649906,4BKp,BackHeatkilled10PMAxx,24.09674835,24.083914,0.022227338,1.016961056,1.027543436,0.018518573,2.478668,22391.54404,22761.3292,3050.883168,3082.630308,0.136251576,0.13543279
